codigo,secao_id,secao,grupo_id,grupo_descricao,classe_id,classe_observacoes,anexo_base,anexo_just,fator_r,aliquota_inicial,contabilizei_atende,contabilizei_just,mei_iss_fixo_das,mei_icms_fixo_das,risco_baixo_cgsim,risco_cgsim_desc_oficial,vedado_simples_cgsn_anexo_vi,ambiguo_simples_cgsn_anexo_vii,anexo_fator_r_confianca,iss_bh_aliquota,iss_bh_varia,iss_bh_detalhe,conselho_fonte,conselho_confianca,exige_registro_setorial,registro_setorial_qual,registro_setorial_fonte,motivo_nao_atende_fala,familia_rotulo
0115600,A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",011,PRODUÇÃO DE LAVOURAS TEMPORÁRIAS,01156,"Esta classe compreende - o cultivo de soja || Esta classe compreende ainda - a produção de semente de soja, quando atividade complementar ao cultivo || Esta classe NÃO compreende - a produção de sementes certificadas de soja, inclusive modificadas geneticamente (01.41-5) | - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato | (01.61-0) | - a produção de óleo de soja em bruto, inclusive torta e farelo (10.41-4) | - a produção de biocombustível (19.32-2)",III/IV/V*,serviço — anexo exato depende da atividade + Fator R (determinar na camada fiscal),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,media,,,,,,nao-verificado,,,"Essa atividade precisa de vistoria e alvará antes de abrir, e a gente abre só o que tem liberação automática.",nao-se-aplica
0116401,A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",011,PRODUÇÃO DE LAVOURAS TEMPORÁRIAS,01164,"Esta classe compreende - o cultivo de amendoim, colza, gergelim, girassol, linho, mamona e outras oleaginosas de lavoura temporária não especificadas anteriormente || Esta classe compreende ainda - a produção de sementes das oleaginosas desta classe, quando atividade complementar ao cultivo || Esta classe NÃO compreende - o cultivo de soja (01.15-6) | - a produção de sementes certificadas das oleaginosas desta classe, inclusive modificadas geneticamente (01.41-5) | - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (01.61-0) | - a produção de óleos vegetais em bruto (10.41-4) | - a produção de biocombustível (19.32-2)",III/IV/V*,serviço — anexo exato depende da atividade + Fator R (determinar na camada fiscal),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,media,,,,,,nao-verificado,,,"Essa atividade precisa de vistoria e alvará antes de abrir, e a gente abre só o que tem liberação automática.",nao-se-aplica
0116402,A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",011,PRODUÇÃO DE LAVOURAS TEMPORÁRIAS,01164,"Esta classe compreende - o cultivo de amendoim, colza, gergelim, girassol, linho, mamona e outras oleaginosas de lavoura temporária não especificadas anteriormente || Esta classe compreende ainda - a produção de sementes das oleaginosas desta classe, quando atividade complementar ao cultivo || Esta classe NÃO compreende - o cultivo de soja (01.15-6) | - a produção de sementes certificadas das oleaginosas desta classe, inclusive modificadas geneticamente (01.41-5) | - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (01.61-0) | - a produção de óleos vegetais em bruto (10.41-4) | - a produção de biocombustível (19.32-2)",III/IV/V*,serviço — anexo exato depende da atividade + Fator R (determinar na camada fiscal),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,media,,,,,,nao-verificado,,,"Essa atividade precisa de vistoria e alvará antes de abrir, e a gente abre só o que tem liberação automática.",nao-se-aplica
0116403,A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",011,PRODUÇÃO DE LAVOURAS TEMPORÁRIAS,01164,"Esta classe compreende - o cultivo de amendoim, colza, gergelim, girassol, linho, mamona e outras oleaginosas de lavoura temporária não especificadas anteriormente || Esta classe compreende ainda - a produção de sementes das oleaginosas desta classe, quando atividade complementar ao cultivo || Esta classe NÃO compreende - o cultivo de soja (01.15-6) | - a produção de sementes certificadas das oleaginosas desta classe, inclusive modificadas geneticamente (01.41-5) | - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (01.61-0) | - a produção de óleos vegetais em bruto (10.41-4) | - a produção de biocombustível (19.32-2)",III/IV/V*,serviço — anexo exato depende da atividade + Fator R (determinar na camada fiscal),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,media,,,,,,nao-verificado,,,"Essa atividade precisa de vistoria e alvará antes de abrir, e a gente abre só o que tem liberação automática.",nao-se-aplica
0133406,A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",013,PRODUÇÃO DE LAVOURAS PERMANENTES,01334,"Esta classe compreende - o cultivo de cidra, laranjinha (kinkan), lima (da pérsia, de bico), limão, pomelo, tangelo, tangerina, tangor, toranja e outras frutas cítricas | - o cultivo de açaí, acerola, caju, camu-camu, groselha, guaraná, maracujá, tamarindo e outras frutas para produção de bebidas | - o cultivo de abacate, ameixa, amora, araçá, araticum, banana, cajá-manga, caqui, carambola, cereja, serigüela, cherimólia, cupuaçu, figo, framboesa, fruta-de-conde, goiaba, graviola, jabuticaba, jaca, jambo, jamelão, jenipapo, lichia, maçã, mamão, manga, mangustão, marmelo, nectarina, nêspera, pêra, pêssego, quivi, pitanga, romã, sapoti e outras frutas de lavoura permanente | - o cultivo de castanha-de-caju, castanha européia, coco-da-baía, noz européia, noz pecã, noz macadâmia, tâmara e outros frutos secos || Esta classe compreende ainda - a produção de sementes e mudas das plantas desta classe, quando atividade complementar ao cultivo || Esta classe NÃO compreende - o cultivo de abacaxi, de melão e de melancia (01.19-9) | - o cultivo de morango (01.21-1) | - o cultivo de laranja (01.31-8) | - o cultivo de uva (01.32-6) | - a produção de sementes e mudas certificadas de frutíferas de lavoura permanente, inclusive modificadas geneticamente (grupo 01.4) | - o serviço de poda nas lavouras de frutíferas desta classe (01.61-0) | - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (01.61-0) | - o processamento, preservação e produção de conserva dos produtos desta classe (10.31-7) | - a produção de suco dos produtos desta classe (10.33-3)",III/IV/V*,serviço — anexo exato depende da atividade + Fator R (determinar na camada fiscal),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,media,,,,,,nao-verificado,,,"Essa atividade precisa de vistoria e alvará antes de abrir, e a gente abre só o que tem liberação automática.",nao-se-aplica
0721901,B,INDÚSTRIAS EXTRATIVAS,072,EXTRAÇÃO DE MINERAIS METÁLICOS NÃO-FERROSOS,07219,Esta classe compreende - a extração de minério de alumínio (bauxita) || Esta classe compreende ainda - o beneficiamento de alumínio associado ou em continuação à extração || Esta classe NÃO compreende - as atividades de apoio à extração de minério de alumínio (bauxita) realizadas sob contrato (09.90-4) | - a fabricação de alumina (óxido de alumínio) (24.41-5),II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
0116499,A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",011,PRODUÇÃO DE LAVOURAS TEMPORÁRIAS,01164,"Esta classe compreende - o cultivo de amendoim, colza, gergelim, girassol, linho, mamona e outras oleaginosas de lavoura temporária não especificadas anteriormente || Esta classe compreende ainda - a produção de sementes das oleaginosas desta classe, quando atividade complementar ao cultivo || Esta classe NÃO compreende - o cultivo de soja (01.15-6) | - a produção de sementes certificadas das oleaginosas desta classe, inclusive modificadas geneticamente (01.41-5) | - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato (01.61-0) | - a produção de óleos vegetais em bruto (10.41-4) | - a produção de biocombustível (19.32-2)",III/IV/V*,serviço — anexo exato depende da atividade + Fator R (determinar na camada fiscal),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,alta,,,,,,nao-verificado,,,"Essa atividade precisa de vistoria e alvará antes de abrir, e a gente abre só o que tem liberação automática.",nao-se-aplica
0119901,A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",011,PRODUÇÃO DE LAVOURAS TEMPORÁRIAS,01199,"Esta classe compreende - o cultivo de abóbora, feijão verde, palma rosa, tomate rasteiro e vetiver | - o cultivo de capim napier, milho forrageiro, palma forrageira, trevo forrageiro | - o cultivo de abacaxi, melancia, melão | - o cultivo de ervilha em grão seco, fava, feijão | - o cultivo de alho, cebola | - o cultivo de batata-inglesa, mandioca | - o cultivo de outras plantas de lavoura temporária não especificadas anteriormente || Esta classe compreende ainda - a produção de sementes e mudas das plantas desta classe, quando atividade complementar ao cultivo || Esta classe NÃO compreende - o cultivo de morango (01.21-1) | - o cultivo de tomate estaqueado (01.21-1) | - o cultivo de araruta, batata-doce, cará e inhame (01.21-1) | - o cultivo de legumes e hortaliças (01.21-1) | - a produção de sementes e mudas certificadas das plantas desta classe, inclusive modificadas geneticamente (grupo 01.4) | - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato | (01.61-0) | - o beneficiamento ou a transformação dos produtos agrícolas desta classe (10.31-7) e (10.32-5) | - a produção de suco de frutas e de legumes desta classe (10.33-3)",III/IV/V*,serviço — anexo exato depende da atividade + Fator R (determinar na camada fiscal),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,media,,,,,,nao-verificado,,,"Essa atividade precisa de vistoria e alvará antes de abrir, e a gente abre só o que tem liberação automática.",nao-se-aplica
0119902,A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",011,PRODUÇÃO DE LAVOURAS TEMPORÁRIAS,01199,"Esta classe compreende - o cultivo de abóbora, feijão verde, palma rosa, tomate rasteiro e vetiver | - o cultivo de capim napier, milho forrageiro, palma forrageira, trevo forrageiro | - o cultivo de abacaxi, melancia, melão | - o cultivo de ervilha em grão seco, fava, feijão | - o cultivo de alho, cebola | - o cultivo de batata-inglesa, mandioca | - o cultivo de outras plantas de lavoura temporária não especificadas anteriormente || Esta classe compreende ainda - a produção de sementes e mudas das plantas desta classe, quando atividade complementar ao cultivo || Esta classe NÃO compreende - o cultivo de morango (01.21-1) | - o cultivo de tomate estaqueado (01.21-1) | - o cultivo de araruta, batata-doce, cará e inhame (01.21-1) | - o cultivo de legumes e hortaliças (01.21-1) | - a produção de sementes e mudas certificadas das plantas desta classe, inclusive modificadas geneticamente (grupo 01.4) | - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato | (01.61-0) | - o beneficiamento ou a transformação dos produtos agrícolas desta classe (10.31-7) e (10.32-5) | - a produção de suco de frutas e de legumes desta classe (10.33-3)",III/IV/V*,serviço — anexo exato depende da atividade + Fator R (determinar na camada fiscal),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,media,,,,,,nao-verificado,,,"Essa atividade precisa de vistoria e alvará antes de abrir, e a gente abre só o que tem liberação automática.",nao-se-aplica
0119903,A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",011,PRODUÇÃO DE LAVOURAS TEMPORÁRIAS,01199,"Esta classe compreende - o cultivo de abóbora, feijão verde, palma rosa, tomate rasteiro e vetiver | - o cultivo de capim napier, milho forrageiro, palma forrageira, trevo forrageiro | - o cultivo de abacaxi, melancia, melão | - o cultivo de ervilha em grão seco, fava, feijão | - o cultivo de alho, cebola | - o cultivo de batata-inglesa, mandioca | - o cultivo de outras plantas de lavoura temporária não especificadas anteriormente || Esta classe compreende ainda - a produção de sementes e mudas das plantas desta classe, quando atividade complementar ao cultivo || Esta classe NÃO compreende - o cultivo de morango (01.21-1) | - o cultivo de tomate estaqueado (01.21-1) | - o cultivo de araruta, batata-doce, cará e inhame (01.21-1) | - o cultivo de legumes e hortaliças (01.21-1) | - a produção de sementes e mudas certificadas das plantas desta classe, inclusive modificadas geneticamente (grupo 01.4) | - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato | (01.61-0) | - o beneficiamento ou a transformação dos produtos agrícolas desta classe (10.31-7) e (10.32-5) | - a produção de suco de frutas e de legumes desta classe (10.33-3)",III/IV/V*,serviço — anexo exato depende da atividade + Fator R (determinar na camada fiscal),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,media,,,,,,nao-verificado,,,"Essa atividade precisa de vistoria e alvará antes de abrir, e a gente abre só o que tem liberação automática.",nao-se-aplica
0119904,A,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",011,PRODUÇÃO DE LAVOURAS TEMPORÁRIAS,01199,"Esta classe compreende - o cultivo de abóbora, feijão verde, palma rosa, tomate rasteiro e vetiver | - o cultivo de capim napier, milho forrageiro, palma forrageira, trevo forrageiro | - o cultivo de abacaxi, melancia, melão | - o cultivo de ervilha em grão seco, fava, feijão | - o cultivo de alho, cebola | - o cultivo de batata-inglesa, mandioca | - o cultivo de outras plantas de lavoura temporária não especificadas anteriormente || Esta classe compreende ainda - a produção de sementes e mudas das plantas desta classe, quando atividade complementar ao cultivo || Esta classe NÃO compreende - o cultivo de morango (01.21-1) | - o cultivo de tomate estaqueado (01.21-1) | - o cultivo de araruta, batata-doce, cará e inhame (01.21-1) | - o cultivo de legumes e hortaliças (01.21-1) | - a produção de sementes e mudas certificadas das plantas desta classe, inclusive modificadas geneticamente (grupo 01.4) | - os serviços de preparação de terreno, cultivo e colheita realizados sob contrato | (01.61-0) | - o beneficiamento ou a transformação dos produtos agrícolas desta classe (10.31-7) e (10.32-5) | - a produção de suco de frutas e de legumes desta classe (10.33-3)",III/IV/V*,serviço — anexo exato depende da atividade + Fator R (determinar na camada fiscal),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,media,,,,,,nao-verificado,,,"Essa atividade precisa de vistoria e alvará antes de abrir, e a gente abre só o que tem liberação automática.",nao-se-aplica
