cnae_fmt,cnae_raw,descricao,atende,incluido_simples,pode_mei,anexos_romano,aliquotas_faixa,fator_r,secao_cod,secao,divisao_cod,divisao,grupo_cod,grupo,classe_cod,classe,atividades_compreende,atividades_nao_compreende,descritores,relacionados,_status,_flags,_nota,_confianca
"5911-1/99","5911199","ATIVIDADES DE PRODUÇÃO CINEMATOGRÁFICA, DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO NÃO ESPECIFICADAS ANTERIORMENTE","Atende","Sim","Não","III","III:De 6% até 33%","Não","J","INFORMAÇÃO E COMUNICAÇÃO","59","ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA","591","ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO","59111","ATIVIDADES DE PRODUÇÃO CINEMATOGRÁFICA, DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO","a produção de filmes destinados à difusão (broadcasting) pela televisão e pela internet produzidos fora dos estúdios de televisão || a gravação, fora dos estúdios de televisão, de programas de televisão por produtores independentes","a produção de filmes em estúdios cinematográficos (5911-1/01) || a produção de filmes para publicidade de qualquer tipo (5911-1/02) || a produção de programas em estúdios de televisão aberta, inclusive por produtores independentes (6021-7/00) || a filmagem e gravação de vídeos de festas e eventos (7420-0/04)","PROGRAMAS DE TELEVISÃO AO VIVO EM ESTÚDIOS DE TV POR PRODUTORES INDEPENDENTES; PRODUÇÃO DE || COMPUTAÇÃO GRÁFICA NA PRODUÇÃO DE FILMES || FILMES PARA TELEVISÃO E INTERNET; PRODUÇÃO DE || GRAVAÇÃO DE PROGRAMAS DE TV FORA DOS ESTÚDIOS DE TELEVISÃO; SERVIÇOS DE || PRODUTORA DE FILMES E DE PROGRAMAS DE TELEVISÃO FORA DOS ESTÚDIOS DE TELEVISÃO || PRODUÇÃO DE PROGRAMAS DE TELEVISÃO FORA DOS ESTÚDIOS DE TELEVISÃO; ATIVIDADES DE || PRODUÇÃO, GRAVAÇÃO DE VÍDEOS PARA DIFUSÃO NA INTERNET, EXCETO PRODUZIDOS EM ESTÚDIOS DE TELEVISÃO; ATIVIDADES DE","5911101|5911102|5912001|5912002|5912099|5913800|5914600|5920100","OK","","","nao-ratificado"
"5912-0/01","5912001","SERVIÇOS DE DUBLAGEM","Atende","Sim","Sim","III","III:De 6% até 33%","Não","J","INFORMAÇÃO E COMUNICAÇÃO","59","ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA","591","ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO","59120","ATIVIDADES DE PÓS-PRODUÇÃO CINEMATOGRÁFICA, DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO","os serviços de dublagem de filmes cinematográficos, de vídeos e de programas de televisão","os serviços de mixagem sonora de filmes cinematográficos, vídeos e gravações de programas de televisão (5912-0/02) || a edição de filmes em películas, fitas de vídeo e DVDs, envolvendo telecinagem (transposição do filme em película para fita), colocação de títulos e legendas, edição dos créditos, animação e efeitos especiais (5912-0/99) || o processamento e montagem de filmes cinematográficos (5912-0/99) || os laboratórios de filmes cinematográficos e laboratórios especiais para filmes de animação (5912-0/99)","DUBLAGEM DE FILMES CINEMATOGRÁFICOS || DUBLAGEM DE FILMES; SERVIÇOS DE || DUBLAGEM DE PROGRAMAS DE TELEVISÃO || DUBLAGEM DE VÍDEOS","5911101|5911102|5911199|5912002|5912099|5913800|5914600|5920100","OK","","","nao-ratificado"
"5912-0/02","5912002","SERVIÇOS DE MIXAGEM SONORA EM PRODUÇÃO AUDIOVISUAL","Atende","Sim","Não","III","III:De 6% até 33%","Não","J","INFORMAÇÃO E COMUNICAÇÃO","59","ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA","591","ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO","59120","ATIVIDADES DE PÓS-PRODUÇÃO CINEMATOGRÁFICA, DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO","os serviços de mixagem sonora de filmes cinematográficos, vídeos e gravações de programas de televisão","os serviços de dublagem (5912-0/01) || a edição de filmes em películas, envolvendo telecinagem (transposição do filme em película para fita), colocação de títulos e legendas, edição dos créditos, animação e efeitos especiais (5912-0/99) || o processamento e montagem de filmes cinematográficos (5912-0/99) || os laboratórios de filmes cinematográficos e laboratórios especiais para filmes de animação (5912-0/99) || os serviços de mixagem sonora de material gravado (5920-1/00)","MIXAGEM SONORA EM FILMES || MIXAGEM SONORA EM PRODUÇÃO AUDIOVISUAL || MIXAGEM SONORA EM PROGRAMAS DE TELEVISÃO || MIXAGEM SONORA EM VÍDEOS","5911101|5911102|5911199|5912001|5912099|5913800|5914600|5920100","OK","","","nao-ratificado"
"5912-0/99","5912099","ATIVIDADES DE PÓS PRODUÇÃO CINEMATOGRÁFICA, DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO NÃO ESPECIFICADAS ANTERIORMENTE","Atende","Sim","Sim","III","III:De 6% até 33%","Não","J","INFORMAÇÃO E COMUNICAÇÃO","59","ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA","591","ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO","59120","ATIVIDADES DE PÓS-PRODUÇÃO CINEMATOGRÁFICA, DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO","a edição de filmes envolvendo telecinagem (transposição do filme em película para fita), colocação de títulos e legendas, edição dos créditos, animação e efeitos especiais || o processamento e montagem de filmes cinematográficos || os laboratórios de filmes cinematográficos || os laboratórios especiais para filmes de animação || a reprodução de cópias de filmes cinematográficos (em película) a partir de matrizes originais para distribuição em salas de projeção","a reprodução de filmes em DVDs e fitas de vídeo a partir de matrizes originais (1830-0/02) || os serviços de dublagem (5912-0/01) || os serviços de mixagem sonora de filmes cinematográficos, vídeos e gravações de programas de televisão (5912-0/02) || o processamento de filmes fotográficos (7420-0/03) || as atividades de diretores, produtores e empresários de eventos artísticos ao vivo, cenógrafos, roteiristas, etc. || (9001-9/99)","ANIMAÇÃO EM FILMES || EDIÇÃO DE CRÉDITOS EM FILMES || EDIÇÃO DE VÍDEOS, FILMES; SERVIÇOS DE || EFEITOS ESPECIAIS PARA FILMES CINEMATOGRÁFICOS; SERVIÇOS DE || FILMES CINEMATOGRÁFICOS EM PELÍCULA; REPRODUÇÃO DE CÓPIAS DE || FILMES CINEMATOGRÁFICOS; DUPLICAÇÃO DE || FILMES EM PELÍCULA; EDIÇÃO DE || LABORATÓRIO DE ANIMAÇÃO DE FILMES || LABORATÓRIOS CINEMATOGRÁFICOS || LEGENDAS, TÍTULOS; COLOCAÇÃO EM FILMES || MONTAGEM DE FILMES; SERVIÇOS DE || RECUPERAÇÃO DE FILMES CINEMATOGRÁFICOS; SERVIÇOS DE || REPRODUÇÃO DE CÓPIAS DE FILMES CINEMATOGRÁFICOS EM PELÍCULA || RESTAURAÇÃO, MANUTENÇÃO DE FILMES CINEMATOGRÁFICOS || TELECINAGEM","5911101|5911102|5911199|5912001|5912002|5913800|5914600|5920100","OK","","","nao-ratificado"
"5913-8/00","5913800","DISTRIBUIÇÃO CINEMATOGRÁFICA, DE VÍDEO E DE PROGRAMAS DE TELEVISÃO","Atende","Sim","Não","I|III","I:De 4% até 19%|III:De 6% até 33%","Não","J","INFORMAÇÃO E COMUNICAÇÃO","59","ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA","591","ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO","59138","DISTRIBUIÇÃO CINEMATOGRÁFICA, DE VÍDEO E DE PROGRAMAS DE TELEVISÃO","a distribuição de filmes cinematográficos em películas, fitas de vídeo e DVDs a cinemas, cineclubes, redes e canais de televisão e a outros tipos de distribuidores e exibidores || o licenciamento ou a cessão dos direitos de exibição de filmes cinematográficos em película, fitas de vídeo e em DVDs","a reprodução de filmes em fitas de vídeo e DVDs a partir de matrizes (1830-0/02) || o comércio atacadista de filmes, CDs, DVDs, fitas e discos (4649-4/07) || o aluguel de fitas de vídeo, DVDs, CDs e similares (7722-5/00)","DIREITOS AUTORAIS DE OBRAS AUDIOVISUAIS; GESTÃO DE || DIREITOS AUTORAIS DE OBRAS CINEMATOGRÁFICAS; GESTÃO DE || DIREITOS DE EXIBIÇÃO DE FILMES CINEMATOGRÁFICOS; LICENCIAMENTO, CESSÃO DE || DIREITOS DE EXIBIÇÃO DE PROGRAMAS DE TELEVISÃO; LICENCIAMENTO, CESSÃO DE || DIREITOS DE EXIBIÇÃO DE VÍDEOS; LICENCIAMENTO, CESSÃO DE || DISTRIBUIÇÃO DE FILMES A CINEMAS E CINECLUBES || DISTRIBUIÇÃO DE FILMES A REDES E CANAIS DE TELEVISÃO || DISTRIBUIÇÃO DE FILMES CINEMATOGRÁFICOS EM PELÍCULAS || DISTRIBUIÇÃO DE FILMES EM FITAS DE VÍDEO E DVD'S À EXIBIDORES || FILMES E PROGRAMAS DE TELEVISÃO; DIREITOS DE EXIBIÇÃO DE || FILMES E PROGRAMAS DE TELEVISÃO; DISTRIBUIÇÃO DE","5911101|5911102|5911199|5912001|5912002|5912099|5914600|5920100","OK","","","nao-ratificado"
"5914-6/00","5914600","ATIVIDADES DE EXIBIÇÃO CINEMATOGRÁFICA","Atende","Sim","Não","III","III:De 6% até 33%","Não","J","INFORMAÇÃO E COMUNICAÇÃO","59","ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA","591","ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO","59146","ATIVIDADES DE EXIBIÇÃO CINEMATOGRÁFICA","a projeção de filmes e fitas de vídeo em salas de cinema || a projeção de filmes em cineclubes, ao ar livre, em salas privadas e em outros locais de exibição","","AUTO-CINE || CINECLUBES || CINEMA || DRIVE-IN || ESPAÇO CULTURAL DE PROJEÇÃO DE FILMES E VÍDEOS || EXIBIÇÃO CINEMATOGRÁFICA; ATIVIDADE DE || EXIBIÇÃO DE FILMES CINEMATOGRÁFICOS; ATIVIDADE DE || EXIBIÇÃO DE PELÍCULAS; SALAS DE || EXIBIÇÃO DE VÍDEOS; SALAS DE || FILMES CINEMATOGRÁFICOS; EXIBIÇÃO DE || PROJEÇÃO DE FILMES E DE VÍDEOS || PROJEÇÃO DE FILMES; SALAS DE || PROJEÇÃO DE VÍDEOS; SALAS DE || SALAS DE CINEMA","5911101|5911102|5911199|5912001|5912002|5912099|5913800|5920100","OK","","","nao-ratificado"
"5920-1/00","5920100","ATIVIDADES DE GRAVAÇÃO DE SOM E DE EDIÇÃO DE MÚSICA","Atende","Sim","Não","III","III:De 6% até 33%","Não","J","INFORMAÇÃO E COMUNICAÇÃO","59","ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA","592","ATIVIDADES DE GRAVAÇÃO DE SOM E DE EDIÇÃO DE MÚSICA","59201","ATIVIDADES DE GRAVAÇÃO DE SOM E DE EDIÇÃO DE MÚSICA","a gravação de matrizes originais para reprodução de som em qualquer suporte e para qualquer finalidade, inclusive para publicidade || a atividade de reprodução, promoção e distribuição das gravações de composições musicais para o comércio atacadista e varejista ou diretamente ao público. Estas atividades podem estar integradas ou não com a produção de matrizes originais em uma mesma unidade. Se não, a unidade que exerce estas atividades tem que obter os direitos de reprodução e distribuição da gravadora das matrizes originais || as atividades de promoção e autorização das composições musicais em gravações, no rádio, televisão, filmes, apresentações ao vivo e em outros veículos de comunicação. As unidades ligadas a estas atividades podem ter a propriedade dos direito autorais ou atuarem como administradoras de direitos autorais musicais em nome dos proprietários desses direitos || as atividades de serviços de gravação em estúdios ou outros locais, inclusive a produção de programas de rádio para serem transmitidos posteriormente || os serviços de mixagem sonora de material gravado || os serviços de masterização e remasterização de material sonoro || a edição de música e de partituras musicai || o registro e cessão de direitos autorais de composições musicais","a reprodução em escala industrial de matrizes originais de som em qualquer suporte (1830-0/01) || os serviços de mixagem sonora de filmes cinematográficos, vídeos e gravações de programas de televisão (5912-0/02) || os serviços de disponibilização de música através da internet (6319-4/00)","ATIVIDADES FONOGRÁFICAS || COMPOSIÇÕES MUSICAIS; AUTORIZAÇÃO DE USO DE || DIREITOS AUTORAIS DE OBRAS MUSICAIS; GESTÃO DE || DIREITOS AUTORAIS MUSICAIS; CESSÃO DE, ADMINISTRAÇÃO DE, REGISTRO DE || EDIÇÃO DE MATERIAL SONORO || EDIÇÃO DE MÚSICA || EQUALIZAÇÃO SONORA; ATIVIDADE DE || ESTUDIO MUSICAL; PRESTAÇÃO DE SERVIÇOS || ESTÚDIO DE GRAVAÇÃO DE SOM || ESTÚDIO DE GRAVAÇÃO SONORA || FITAS E CDS; MASTERIZAÇÃO DE || FITAS E CDS; PRODUÇÃO DE MATRIZES ORIGINAIS DE || GRAVAÇÃO DE FONOGRAMAS; SERVIÇOS DE || GRAVAÇÃO DE PROGRAMAS DE RÁDIO || GRAVAÇÃO DE SOM EM ESTÚDIO MUSICAL; SERVIÇOS DE || GRAVAÇÃO DE SOM; MASTERIZAÇÃO DE || GRAVAÇÃO DE SOM; PROMOÇÃO DE || GRAVAÇÕES SONORAS; PRODUÇÃO DE || MASTERIZAÇÃO DE GRAVAÇÃO DE SOM || MASTERIZAÇÃO E REMASTERIZAÇÃO DE SONS EM MEIOS MAGNÉTICOS; || MATERIAL SONORO GRAVADO; DISTRIBUIÇÃO DE || MATRIZES ORIGINAIS DE SOM; PRODUÇÃO DE || MIXAGEM SONORA EM FITAS E CDS || MIXAGEM SONORA EM MATERIAL GRAVADO || PARTITURAS MUSICAIS; EDIÇÃO DE || PARTITURAS MUSICAIS; EDIÇÃO INTEGRADA À IMPRESSÃO DE || SOM PARA PUBLICIDADE; PRODUÇÃO DE || SONS EM MEIOS MAGNÉTICOS; REEDIÇÃO DE || SONS EM MEIOS MAGNÉTICOS; TRANSCRIÇÃO DE","5911101|5911102|5911199|5912001|5912002|5912099|5913800|5914600","OK","","","nao-ratificado"
"6201-5/01","6201501","DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA","Atende","Sim","Não","III|V","III:De 6% até 33%|V:De 15,5% até 30,5%","Sim","J","INFORMAÇÃO E COMUNICAÇÃO","62","ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO","620","ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO","62015","DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA","o desenvolvimento de sistemas para atender às necessidades do cliente, ou seja, as atividades voltadas para a definição dos módulos, especificações funcionais internas, tipos de relatórios e testes de avaliação do desempenho || a programação com o uso de ferramentas e de linguagens de programação || o fornecimento de documentação de programas de computador desenvolvidos sob encomenda || o desenvolvimento de projetos e modelagem de banco de dados sob encomenda","o desenho de páginas para a internet (web design) (6201-5/02) || o desenvolvimento e licenciamento de programas de computador customizáveis (6202-3/00) || o desenvolvimento e licenciamento de programas de computador não-customizáveis (6203-1/00) || os serviços de customização dos programas de computador (6204-0/00)","BANCO DE DADOS SOB ENCOMENDA; DESENVOLVIMENTO DE || CRIAÇÃO, CONFIGURAÇÃO DE SOFTWARE DE BANCO DE DADOS SOB ENCOMENDA || DESENVOLVIMENTO DE APLICATIVO INFORMÁTICO SOB ENCOMENDA || DESENVOLVIMENTO DE PROJETOS E MODELAGEM DE BANCO DE DADOS SOB ENCOMENDA || DOCUMENTAÇÃO DE PROGRAMAS DE COMPUTADOR DESENVOLVIDOS SOB ENCOMENDA; FORNECIMENTO DE || EDIÇÃO DE SOFTWARE SOB ENCOMENDA; SERVIÇOS DE || EDIÇÃO ON LINE DE BANCO DE DADOS; SERVIÇOS DE || PROGRAMAS DE BANCO DE DADOS SOB ENCOMENDA; ELABORAÇÃO DE || PROGRAMAS DE COMPUTADOR SOB ENCOMENDA; ELABORAÇÃO DE || PROGRAMAS DE INFORMÁTICA SOB ENCOMENDA; DESENVOLVIMENTO, PRODUÇÃO, DOCUMENTAÇÃO DE || PROGRAMAS DE INFORMÁTICA SOB ENCOMENDA; ELABORAÇÃO DE || PROGRAMAÇÃO COM O USO DE LINGUAGENS DE PROGRAMAÇÃO; ATIVIDADES DE || PROGRAMAÇÃO DE SISTEMAS INFORMÁTICOS SOB ENCOMENDA; SERVIÇOS DE || SOFTWARE DE BANCO DE DADOS SOB ENCOMENDA; PRODUÇÃO, CRIAÇÃO, DESENVOLVIMENTO DE || SOFTWARE SOB ENCOMENDA; DESENVOLVIMENTO, PRODUÇÃO DE || TRADUÇÃO DE SOFTWARE; SERVIÇOS DE","6201502|6202300|6203100|6204000|6209100","OK","","","nao-ratificado"
"6201-5/02","6201502","WEB DESIGN","Atende","Sim","Não","III|V","III:De 6% até 33%|V:De 15,5% até 30,5%","Sim","J","INFORMAÇÃO E COMUNICAÇÃO","62","ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO","620","ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO","62015","DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA","o desenvolvimento/criação de interfaces para a internet (web design)","o desenvolvimento e licenciamento de programas de computador customizáveis (6202-3/00) || o desenvolvimento e licenciamento de programas de computador não-customizáveis (6203-1/00) || os serviços de customização dos programas de computador (6204-0/00) || os serviços de design gráfico (7410-2/99)","EDIÇÃO DE SITE; SERVIÇOS DE || PORTAIS NA INTERNET; CONFECÇÃO DE, DESENVOLVIMENTO DE, CRIAÇÃO DE, SERVIÇOS DE || PÁGINAS NA INTERNET; CONFECÇÃO DE, DESENVOLVIMENTO DE, CRIAÇÃO DE, SERVIÇOS DE || WEB DESIGN; DESENVOLVIMENTO, CRIAÇÃO DE INTERFACES PARA A INTERNET","6201501|6202300|6203100|6204000|6209100","OK","","","nao-ratificado"
"6202-3/00","6202300","DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZÁVEIS","Atende","Sim","Não","III|V","III:De 6% até 33%|V:De 15,5% até 30,5%","Sim","J","INFORMAÇÃO E COMUNICAÇÃO","62","ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO","620","ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO","62023","DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZÁVEIS","o desenvolvimento de sistemas ou programas de computador (software) que permitem a realização de customizações (adaptações às necessidades específicas de um cliente ou mercado particular) || o licenciamento ou a outorga de autorização de uso dos programas de computador customizáveis; este licenciamento é freqüentemente obtido através da própria empresa que os desenvolveu ou de seus representantes","a produção de programas de computador sob encomenda (6201-5/01) || o desenvolvimento e licenciamento de programas de computador não-customizáveis (6203-1/00) || os serviços de customização dos programas de computador (6204-0/00)","CESSÃO DE DIREITO DE USO DE PROGRAMAS DE COMPUTADOR CUSTOMIZÁVEIS; SERVIÇOS DE || CESSÃO DE DIREITO DE USO DE SOFTWARE CUSTOMIZÁVEL; SERVIÇOS DE || PROGRAMAS DE COMPUTADOR CUSTOMIZÁVEIS; DESENVOLVIMENTO DE || PROGRAMAS DE COMPUTADOR CUSTOMIZÁVEIS; LICENCIAMENTO DE || PROGRAMAS DE INFORMÁTICA CUSTOMIZÁVEIS; DESENVOLVIMENTO DE || PROGRAMAS DE INFORMÁTICA CUSTOMIZÁVEIS; LICENCIAMENTO DE || SOFTWARE CUSTOMIZÁVEIS; DESENVOLVIMENTO DE || SOFTWARE CUSTOMIZÁVEIS; LICENCIAMENTO DE || SOFTWARE CUSTOMIZÁVEIS; REPRESENTAÇÃO DE","6201501|6201502|6203100|6204000|6209100","OK","","","nao-ratificado"
"6203-1/00","6203100","DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR NÃO CUSTOMIZÁVEIS","Atende","Sim","Não","III|V","III:De 6% até 33%|V:De 15,5% até 30,5%","Sim","J","INFORMAÇÃO E COMUNICAÇÃO","62","ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO","620","ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO","62031","DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR NÃO CUSTOMIZÁVEIS","o desenvolvimento de sistemas ou programas de computador que não permitem customizações (adaptações às necessidades específicas de um cliente ou mercado particular). Esses programas são, em geral, adquiridos no comércio, embora possam ser também obtidos diretamente da empresa que os desenvolveu ou através de seus distribuidores e representantes, como, por exemplo: || #- sistemas operacionais || #- aplicativos para empresas e para outras finalidades || #- jogos de computador para todas as plataformas || o licenciamento ou a outorga de autorização de uso dos programas de computador não-customizáveis || os distribuidores autorizados de programas de computador não-customizáveis, que são responsáveis pela concessão e regularização de licenças para uso, treinamento, etc.","a reprodução de programas de computador (software) em qualquer suporte (1830-0/03) || o comércio varejista de programas de computador não-customizáveis (4751-2/00) || o desenvolvimento de programas de computador sob encomenda (6201-5/01) || o desenvolvimento e licenciamento de programas de computador customizáveis (6202-3/00) || o acesso a programas de computador pela internet (6319-4/00)","APLICATIVOS E PROGRAMAS DE COMPUTADOR NÃO-CUSTOMIZÁVEIS; LICENCIAMENTO DE || APLICATIVOS E PROGRAMAS DE COMPUTADOR NÃO-CUSTOMIZÁVEIS; PRODUÇÃO, DESENVOLVIMENTO DE || APLICATIVOS E PROGRAMAS DE COMPUTADOR NÃO-CUSTOMIZÁVEIS; REPRESENTAÇÃO DE || JOGOS DE COMPUTADOR PARA TODAS AS PLATAFORMAS; DESENVOLVIMENTO DE || PROGRAMAS DE INFORMÁTICA NÃO-CUSTOMIZÁVEIS; LICENCIAMENTO DE || PROGRAMAS DE INFORMÁTICA NÃO-CUSTOMIZÁVEIS; PRODUÇÃO, DESENVOLVIMENTO DE || PROGRAMAS DE INFORMÁTICA NÃO-CUSTOMIZÁVEIS; REPRESENTAÇÃO DE || SISTEMAS OPERACIONAIS; DESENVOLVIMENTO DE || SOFTWARE NÃO-CUSTOMIZÁVEIS; DESENVOLVIMENTO DE || SOFTWARE NÃO-CUSTOMIZÁVEIS; LICENCIAMENTO DE","6201501|6201502|6202300|6204000|6209100","OK","","","nao-ratificado"
"6204-0/00","6204000","CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO","Atende","Sim","Não","III|V","III:De 6% até 33%|V:De 15,5% até 30,5%","Sim","J","INFORMAÇÃO E COMUNICAÇÃO","62","ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO","620","ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO","62040","CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO","a análise para determinação das necessidades do cliente ou do mercado potencial e a especificação técnica do sistema quanto à definição das funcionalidades e campo de aplicação || os serviços de assessoria para auxiliar o usuário na definição de um sistema quanto aos tipos e configurações de equipamentos de informática (hardware), assim como os programas de computador (software) correspondentes e suas aplicações, redes e comunicação, etc. || o acompanhamento, gerência e fiscalização de projetos de informática, ou seja, a coordenação de atividades envolvidas na definição, implantação e operacionalização de projetos destinados à informatização de um determinado segmento || a consultoria para integração de sistemas e soluções, ou seja, atividades de estruturação e operacionalização de uma solução final funcional, a partir da união de diferentes sistemas, mantendo suas características essenciais || atividades de atualização de websites, isto é, atividades de inserção e retirada de informações, atualização de arquivos, banco de dados, inserção de banners e links, etc. || os serviços de customização de programas de computador customizáveis, ou seja, atividades que consistem em adaptar as necessidades do usuário às telas, terminologias, tabelas e a outras características inerentes ao sistema","a assessoria em informática associada à venda de computadores e periféricos (4751-2/01) e (4651-6/01) || o desenvolvimento de programas de computador sob encomenda (6201-5/01)","ASSESSORIA EM SOFTWARE, PROGRAMAS DE INFORMÁTICA || ASSESSORIA PARA COMPRA E INSTALAÇÃO DE PERIFÉRICOS || ASSESSORIA, CONSULTORIA EM INFORMÁTICA || ASSESSORIA, CONSULTORIA EM SISTEMAS DE INFORMÁTICA || AUDITORIA DE SISTEMAS DE INFORMÁTICA; SERVIÇOS DE || CONSULTORIA EM ANÁLISE DE SISTEMAS || CONSULTORIA EM HARDWARE E SOFTWARE || CONSULTORIA EM INFORMÁTICA || CONSULTORIA EM PROGRAMAS DE COMPUTADOR || CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO || CONSULTORIA TÉCNICA EM INFORMÁTICA; SERVIÇOS DE || CUSTOMIZAÇÃO DE PROGRAMAS DE COMPUTADOR || CUSTOMIZAÇÃO DE SOFTWARE || GATEWAY (PONTE DE LIGAÇÃO), SISTEMA INTERMEDIÁRIO (SOFTWARE) DE INTERLIGAÇÃO DE REDES COMERCIAIS; SERVIÇOS DE || HARDWARE; ASSESSORIA EM || HARDWARE; CONSULTORIA EM || PROJETOS PARA INSTALAÇÕES DE REDE; DESENVOLVIMENTO DE || SOFTWARE, PROGRAMAS DE INFORMÁTICA, SOB ENCOMENDA; ATUALIZAÇÃO DE || SOFTWARE, PROGRAMAS DE INFORMÁTICA; ASSESSORIA EM","6201501|6201502|6202300|6203100|6209100","OK","","","nao-ratificado"
